time,latitude,longitude,depth,mag
2021-10-20T16:08:54.041Z,31.65462904,-104.5470396,6.671435547,2
2021-10-20T16:08:16.740Z,44.6343333,-110.3515,2.71,0.49
2021-10-20T16:02:13.290Z,39.4268333,-110.3006667,-1.81,1.34
2021-10-20T15:57:27.057Z,38.3695,-118.1583,5.9,0.9
2021-10-20T15:52:28.783Z,38.1529,-117.9064,9.3,1.6
2021-10-20T15:49:33.799Z,36.86433333,-97.4225,6.32,0.92
2021-10-20T15:47:00.987Z,65.0143,-152.0819,8.9,1.5
2021-10-20T15:46:40.418Z,38.1486,-117.9453,11.8,1.1
2021-10-20T15:46:31.056Z,38.1522,-117.9434,11.9,0.9
2021-10-20T15:45:17.510Z,19.19549942,-155.4128265,34.08000183,1.91999996
2021-10-20T15:41:46.370Z,63.4659,-148.421,5.5,1.6
2021-10-20T15:28:51.110Z,44.7688333,-111.3598333,9.48,0.73
2021-10-20T15:17:23.530Z,33.2393333,-116.0063333,4.99,1.23
2021-10-20T15:05:47.613Z,38.6271,43.3325,10,4.4
2021-10-20T15:03:06.860Z,44.3421667,-115.1765,5.18,2.02
2021-10-20T14:53:06.560Z,19.1546669,-155.4868317,31.37999916,1.83000004
2021-10-20T14:47:13.010Z,44.3345,-110.6435,3.72,0.98
2021-10-20T14:47:01.910Z,44.3393333,-110.6451667,4.09,1.47
2021-10-20T14:18:54.560Z,39.4258333,-110.3063333,-1.62,1.59
2021-10-20T14:16:51.426Z,59.9278,-152.8023,98.1,1.3
2021-10-20T14:15:47.070Z,19.173666,-155.4636688,33.79999924,2.41
2021-10-20T14:07:02.450Z,36.677166,-121.3123322,7.58,2.56
2021-10-20T14:01:36.928Z,61.528,-151.2571,60.8,1.2
2021-10-20T13:48:52.594Z,38.1915,-117.7333,10.7,1.2
2021-10-20T13:37:42.630Z,19.17733383,-155.4838409,35.15999985,1.88
2021-10-20T13:37:12.180Z,58.60083333,-154.2548333,10.39,1.14
2021-10-20T13:36:22.199Z,62.1317,-149.6447,51.6,1.7
2021-10-20T13:34:39.320Z,19.21549988,-155.3751678,31.65999985,1.99000001
2021-10-20T13:34:12.720Z,34.1073333,-117.4848333,6.75,1.93
2021-10-20T13:33:54.860Z,33.2433333,-116.0065,5.09,1.23
2021-10-20T13:31:14.873Z,62.1287,-149.6741,37.1,3.4
2021-10-20T13:19:23.280Z,19.16366577,-155.4595032,34.58000183,1.87
2021-10-20T13:19:05.373Z,60.3311,-152.1548,94.4,1.5
2021-10-20T13:15:32.470Z,38.7799988,-122.7440033,0.43,0.65
2021-10-20T13:14:45.412Z,40.059,-119.6617,12.6,0.7
2021-10-20T13:08:27.969Z,61.9734,-149.8609,32.7,2.4
2021-10-20T13:02:15.320Z,47.7773333,-113.7156667,4.13,0.69
2021-10-20T12:57:53.778Z,61.5805,-146.4599,22.1,2.1
2021-10-20T12:55:36.456Z,58.0509,-154.7377,37.9,1.9
2021-10-20T12:48:52.590Z,61.41516667,-152.0578333,10.74,-0.19
2021-10-20T12:47:59.907Z,-4.1856,143.3313,133.98,4.3
2021-10-20T12:43:30.020Z,19.16383362,-155.5083313,34.18000031,2.02999997
2021-10-20T12:39:38.960Z,33.9143333,-117.578,5.33,0.4
2021-10-20T12:37:03.250Z,19.13850021,-155.4855042,32.70999908,1.79999995
2021-10-20T12:36:13.620Z,38.5503333,-119.5233333,4.51,2.36
2021-10-20T12:30:50.680Z,19.20633316,-155.3914948,32.72000122,2.41
2021-10-20T12:30:21.328Z,57.6471,-153.2657,58.3,2.1
2021-10-20T12:26:49.780Z,60.48183333,-152.7766667,1.03,-0.94
2021-10-20T12:12:19.200Z,35.6618333,-117.5386667,8.82,1.45
2021-10-20T12:02:00.620Z,60.47116667,-152.7701667,2.49,-0.59
2021-10-20T11:53:26.290Z,35.9283333,-117.7076667,3.48,1.57
2021-10-20T11:52:44.353Z,38.1667,-117.8494,9,1
2021-10-20T11:52:04.580Z,34.60383333,-96.62183333,20.85,1.35
2021-10-20T11:47:03.214Z,62.8704,-148.1567,54.7,1.8
2021-10-20T11:26:07.110Z,38.8196678,-122.8146667,1.56,1.02
2021-10-20T11:25:56.950Z,38.8188324,-122.8144989,1.63,1.2
2021-10-20T11:25:43.440Z,38.8181648,-122.814003,1.82,1.33
2021-10-20T11:15:49.090Z,52.31816667,-174.1886667,5.19,0.81
2021-10-20T11:09:17.850Z,52.31433333,-174.2043333,4.81,0.8
2021-10-20T11:05:23.047Z,38.5343,-119.4158,0,1
2021-10-20T11:03:08.130Z,19.41866667,-155.2783333,0.06,0.65
2021-10-20T10:55:26.890Z,38.833168,-122.8191681,1.71,0.85
2021-10-20T10:54:19.352Z,31.72220037,-104.0072687,7.416967773,2
2021-10-20T10:49:08.470Z,37.5763333,-118.7778333,6.17,0.95
2021-10-20T10:48:59.770Z,52.329,-174.2338333,-2.68,0.71
2021-10-20T10:44:49.626Z,59.9635,-152.8029,93.2,1.6
2021-10-20T10:37:45.647Z,38.1502,-117.8965,10.5,1.6
2021-10-20T10:34:12.007Z,31.72404057,-104.0067389,7.005639648,2
2021-10-20T10:25:43.767Z,63.225,-150.4798,125.6,1.8
2021-10-20T10:10:14.000Z,44.4895,-112.677,3.9,1.34
2021-10-20T10:09:06.184Z,38.1521,-117.9081,9.6,0.3
2021-10-20T10:03:52.400Z,37.5735,-118.7785,5.6,1.4
2021-10-20T10:02:39.230Z,19.22500038,-155.4176636,33.18000031,1.99000001
2021-10-20T09:59:55.640Z,37.573,-118.78,4.79,1.62
2021-10-20T09:54:47.270Z,37.5773333,-118.7936667,4.77,0.8
2021-10-20T09:47:30.450Z,36.6853333,-121.3098333,4.18,1.56
2021-10-20T09:46:06.200Z,40.6116667,-122.4231667,20.18,2.23
2021-10-20T09:36:06.760Z,33.3593333,-116.356,5.26,0.41
2021-10-20T09:35:36.013Z,64.4259,-146.6863,4.5,1.6
2021-10-20T09:31:24.070Z,33.149,-115.6221667,5.8,1.58
2021-10-20T09:30:11.580Z,19.18033409,-155.4741669,36.04000092,1.86000001
2021-10-20T09:29:46.440Z,46.7995,-121.9415,6.15,0.65
2021-10-20T09:23:24.954Z,38.1458,-118.0174,4.4,1.5
2021-10-20T09:23:23.459Z,61.679,-150.0149,38.3,1.7
2021-10-20T09:21:11.485Z,-8.2556,116.7935,10,4.8
2021-10-20T09:15:24.870Z,37.578,-118.7788333,6.38,0.97
2021-10-20T09:04:15.240Z,34.1215,-117.4848333,4.5,0.85
2021-10-20T08:58:01.450Z,19.16083336,-155.4753265,32.93000031,1.83000004
2021-10-20T08:57:15.880Z,36.6708333,-121.3173333,6.52,3.73
2021-10-20T08:52:50.720Z,36.6793327,-121.3115005,4.82,2.77
2021-10-20T08:47:48.193Z,38.173,-117.8773,4.6,0.8
2021-10-20T08:45:06.828Z,62.2353,-150.0191,53.9,1.8
2021-10-20T08:42:04.340Z,63.5077,-147.7693,0,1.6
2021-10-20T08:38:39.633Z,31.57361434,-104.5633915,8.316748047,2
2021-10-20T08:35:18.110Z,36.2198333,-117.8491667,3.21,0.95
2021-10-20T08:19:41.970Z,38.8055,-122.8201675,2.13,0.63
2021-10-20T08:19:32.402Z,61.386,-146.749,20.6,1.8
2021-10-20T08:18:05.772Z,31.71573414,-104.0163931,6.902807617,2.3
2021-10-20T08:04:19.987Z,67.1497,-141.875,0,2.6
2021-10-20T08:03:26.433Z,31.66177696,-104.342308,6.131567383,2.9
2021-10-20T07:50:35.980Z,19.20233345,-155.4353333,33.11999893,2.27
2021-10-20T07:47:42.550Z,19.14866667,-155.464,35.97,1.77
2021-10-20T07:39:07.990Z,35.6293333,-117.4591667,8.54,1.03
2021-10-20T07:34:34.110Z,34.8303333,-119.0373333,11.8,1.56
2021-10-20T07:29:19.260Z,35.16366667,-96.12366667,7.74,1.22
2021-10-20T07:26:03.400Z,38.7973328,-122.8168335,4.65,0.38
2021-10-20T07:25:52.320Z,44.1948,-115.108,10.87,3.1
2021-10-20T07:17:42.330Z,37.7603333,-122.2385,4.95,1.1
2021-10-20T07:09:00.768Z,56.3566,-156.6204,18,2.6
2021-10-20T07:05:32.200Z,18.0288,-66.7865,14,2.66
2021-10-20T07:04:42.970Z,52.30883333,-174.191,5.37,1.19
2021-10-20T07:01:20.570Z,35.9078333,-117.6828333,9.15,0.56
2021-10-20T06:58:27.550Z,35.15333333,-96.11983333,7.62,1.47
2021-10-20T06:56:11.860Z,39.5765,-119.0779,8.2,1.1
2021-10-20T06:53:01.370Z,19.16816711,-155.475174,34.36999893,1.75999999
2021-10-20T06:51:41.380Z,48.2625,-123.1728333,45.01,1.57
2021-10-20T06:45:38.370Z,19.16600037,-155.4790039,31.79999924,2.44
2021-10-20T06:38:29.655Z,-11.8553,166.8466,205.22,5.1
2021-10-20T06:37:03.200Z,33.2425,-116.0063333,3.75,1.23
2021-10-20T06:34:51.880Z,34.2041667,-117.5861667,9.31,1.08
2021-10-20T06:30:18.483Z,66.3889,-149.0008,0,1.6
2021-10-20T06:27:48.170Z,33.1965,-115.5751667,3.05,1.49
2021-10-20T06:25:10.450Z,34.3108333,-116.8883333,9.65,1.59
2021-10-20T06:16:41.583Z,61.4156,-150.3348,47,1.6
2021-10-20T06:14:33.480Z,60.50533333,-152.7346667,1.04,-1.22
2021-10-20T06:10:51.668Z,-2.3171,139.2108,43.93,4.9
2021-10-20T05:59:28.290Z,60.0613,-152.7916,92.2,1.9
2021-10-20T05:55:56.470Z,17.9646,-66.8205,11,2.12
2021-10-20T05:51:23.520Z,38.7941666,-122.8131638,2.57,1.45
2021-10-20T05:43:37.390Z,52.321,-174.2016667,3.15,0.76
2021-10-20T05:37:45.170Z,19.15183258,-155.4669952,31.70000076,1.74000001
2021-10-20T05:35:20.030Z,38.7944984,-122.815834,3.85,0.75
2021-10-20T05:35:02.630Z,37.4971657,-121.8310013,3.69,1.68
2021-10-20T05:27:13.510Z,38.7998352,-122.7590027,0.68,0.9
2021-10-20T05:26:18.350Z,38.7938347,-122.8148346,3.66,0.91
2021-10-20T05:25:51.130Z,38.7955017,-122.8030014,15.96,1.99
2021-10-20T05:20:56.730Z,19.1906662,-155.4394989,32.75,1.99000001
2021-10-20T05:20:51.710Z,38.7931671,-122.8154984,2.87,2.73
2021-10-20T05:18:22.260Z,38.800499,-122.7900009,3.1,1.06
2021-10-20T05:15:06.780Z,19.1831665,-155.4680023,35.36999893,1.86000001
2021-10-20T05:05:28.616Z,38.14,-117.9799,9.4,1.3
2021-10-20T05:04:29.812Z,63.0204,-144.0342,4.8,2.3
2021-10-20T05:02:20.120Z,33.1951667,-115.5745,3.58,1.5
2021-10-20T04:49:33.980Z,38.7903328,-122.7639999,1.78,1.24
2021-10-20T04:45:41.855Z,43.2441,45.5995,10,4.8
2021-10-20T04:38:35.700Z,19.17116737,-155.4759979,30.70999908,2.27
2021-10-20T04:38:21.130Z,19.15299988,-155.4871674,31.09000015,2.24
2021-10-20T04:27:30.460Z,44.4818333,-112.6748333,5.82,1.09
2021-10-20T04:23:42.352Z,38.7757,-118.771,4.9,1.2
2021-10-20T04:23:12.450Z,38.8373337,-122.8203354,0.86,0.86
2021-10-20T04:16:32.000Z,38.788166,-122.7631683,2.13,0.55
2021-10-20T04:14:55.070Z,38.8018341,-122.7621689,0.51,1.1
2021-10-20T04:14:09.620Z,38.8100014,-122.7386703,0.28,1.37
2021-10-20T04:13:39.260Z,38.809166,-122.7383347,0.28,1.28
2021-10-20T04:13:03.280Z,38.8079987,-122.7388306,-0.41,1.5
2021-10-20T04:08:20.290Z,38.800499,-122.7638321,1.1,0.95
2021-10-20T04:06:13.120Z,38.7895012,-122.7621689,1.95,1.18
2021-10-20T04:05:53.940Z,38.7998352,-122.7561646,-0.17,1.64
2021-10-20T04:05:04.290Z,38.7883339,-122.7614975,1.19,3.39
2021-10-20T04:03:23.600Z,33.5873333,-116.8055,7.89,0.46
2021-10-20T03:58:05.410Z,19.20516586,-155.4394989,32.61000061,2.18
2021-10-20T03:57:32.940Z,19.19233322,-155.4416656,29.37000084,2.25
2021-10-20T03:39:08.460Z,19.21500015,-155.3890076,31.12999916,2.05999994
2021-10-20T03:37:04.960Z,47.5043333,-113.8733333,13.13,0.53
2021-10-20T03:36:43.850Z,35.8931667,-117.4065,4.57,0.68
2021-10-20T03:32:56.490Z,44.8621667,-111.6571667,9.99,1.89
2021-10-20T03:28:34.505Z,21.8424,144.4228,88.43,4.8
2021-10-20T03:18:22.440Z,36.3493333,-117.79,-1.17,2.08
2021-10-20T03:17:37.410Z,35.8923333,-117.4088333,4,0.93
2021-10-20T03:14:08.900Z,38.7888336,-122.7626648,1.35,0.65
2021-10-20T03:12:26.540Z,46.19983333,-122.1841667,1.1,0.36
2021-10-20T03:11:22.290Z,36.1938333,-120.318,9.91,1.12
2021-10-20T02:59:45.540Z,35.5038333,-120.8006667,5.19,0.94
2021-10-20T02:58:15.650Z,35.8838333,-117.7323333,8.83,1.03
2021-10-20T02:51:07.710Z,39.254,-123.6833333,-0.24,1.89
2021-10-20T02:49:46.900Z,34.1243333,-117.4771667,4.52,1.2
2021-10-20T02:44:04.736Z,35.0391,25.2584,7.15,4.3
2021-10-20T02:41:18.260Z,38.822834,-122.8021698,2.58,0.35
2021-10-20T02:25:24.770Z,19.1843338,-155.4364929,34.11000061,1.87
2021-10-20T02:15:24.510Z,36.89316667,-97.38216667,7.63,1.43
2021-10-20T02:13:05.966Z,63.264,-151.0812,14.8,1.3
2021-10-20T02:02:04.740Z,37.906,-118.558,4.83,1.4
2021-10-20T01:59:01.451Z,31.66062141,-104.4825125,7.082763672,2.1
2021-10-20T01:55:09.633Z,38.1393,-117.9288,9.7,1.5
2021-10-20T01:51:43.430Z,33.9255,-117.6005,8.24,0.48
2021-10-20T01:50:00.200Z,38.8473333,-122.8198333,1.32,0.56
2021-10-20T01:44:21.699Z,61.4831,-151.8427,12.5,1.1
2021-10-20T01:41:15.480Z,36.2165,-117.8605,4.73,1.56
2021-10-20T01:39:47.420Z,33.4965,-116.7768333,4.09,0.38
2021-10-20T01:21:44.727Z,31.6635777,-104.5783542,6.774267578,2.4
2021-10-20T01:21:27.107Z,-45.6902,-77.8288,10,4.2
2021-10-20T01:17:26.230Z,36.2146667,-117.8596667,5.93,1.39
2021-10-20T01:15:34.830Z,36.2158333,-117.8601667,4.9,2.89
2021-10-20T00:51:12.828Z,38.6895,-118.7715,9.6,1.3
2021-10-20T00:47:23.420Z,19.33816719,-155.1255035,2.859999895,1.88
2021-10-20T00:46:08.550Z,33.1975,-115.7045,15.68,1.31
2021-10-20T00:42:22.900Z,38.7921677,-122.8103333,3.89,0.56
2021-10-20T00:38:45.398Z,60.2411,-152.6094,110.7,1.8
2021-10-20T00:18:08.880Z,38.0545006,-118.7526703,15.51,2.67
2021-10-20T00:06:46.760Z,45.1825,-112.4175,-2,1.47
2021-10-19T23:42:40.090Z,38.498,-119.424,0.13,1.19
2021-10-19T23:41:50.620Z,38.8191681,-122.7600021,1.57,0.85
2021-10-19T23:37:18.580Z,35.959,-117.6791667,4.09,0.83
2021-10-19T23:33:31.870Z,38.7915001,-122.7600021,2.35,0.84
2021-10-19T23:32:18.192Z,31.71298043,-104.0153025,7.725463867,2.8
2021-10-19T23:30:05.962Z,50.2508,178.7926,10,4.9
2021-10-19T23:27:21.510Z,35.035,-117.6831667,-0.82,1.05
2021-10-19T23:22:18.810Z,38.5485,-119.5196667,4.41,1.3
2021-10-19T23:18:14.027Z,56.8273,-155.8092,5.2,2.7
2021-10-19T23:18:05.090Z,33.6733333,-116.7548333,12.68,0.87
2021-10-19T23:00:47.740Z,36.8308333,-113.6658333,15.11,1.43
2021-10-19T22:55:19.930Z,33.4921667,-116.7778333,4.39,0.81
2021-10-19T22:50:11.150Z,19.1989994,-155.4103394,31.84000015,1.82000005
2021-10-19T22:38:39.080Z,33.4875,-116.783,2.95,1.44
2021-10-19T22:28:42.380Z,19.438,-67.0681,11,2.98
2021-10-19T22:12:24.579Z,10.966,124.8438,10,4.4
2021-10-19T22:10:48.696Z,41.5739,142.9269,40.59,4.5
2021-10-19T22:09:26.339Z,31.71574552,-104.0131618,7.416967773,2.9
2021-10-19T21:58:39.000Z,44.5741667,-115.0628333,8.2,1.83
2021-10-19T21:56:42.990Z,36.5326653,-121.784668,8.37,1.64
2021-10-19T21:49:46.853Z,60.1341,-151.5576,40.3,1.7
2021-10-19T21:49:44.684Z,60.0688,-138.2379,3.08,3.4
2021-10-19T21:44:37.860Z,19.22333336,-155.4185028,31.29999924,1.84000003
2021-10-19T21:37:08.350Z,45.0241667,-114.4331667,6.76,1.81
2021-10-19T21:30:21.640Z,36.2186667,-117.8596667,5.27,1.26
2021-10-19T21:26:51.870Z,38.8385,-122.8223333,2.2,1.43
2021-10-19T21:19:46.258Z,59.6417,-151.1423,41.2,1.1
2021-10-19T21:17:39.130Z,58.28566667,-154.9873333,2.62,-0.28
2021-10-19T21:11:18.354Z,-47.1014,165.7075,14.48,4.7
2021-10-19T21:02:59.890Z,36.3525,-117.4678333,-0.3,0.33
2021-10-19T20:47:41.350Z,38.1546,-117.8963,7.8,1
2021-10-19T20:42:42.130Z,38.8115,-122.4551667,7.51,1.49
2021-10-19T20:33:22.080Z,33.6865,-116.7531667,14.33,0.43
2021-10-19T20:25:53.901Z,56.284,-156.6201,16.7,2.9
2021-10-19T20:22:15.260Z,19.21050072,-155.4146729,33.65999985,1.75
2021-10-19T20:17:32.310Z,38.8146667,-122.7959976,2.38,1.06
2021-10-19T20:13:26.040Z,38.7891667,-122.7608333,1.89,1.57
2021-10-19T20:07:39.280Z,38.7911682,-122.7354965,1.89,1.16
2021-10-19T20:05:42.155Z,58.8036,-151.9424,20.8,2.1
2021-10-19T20:02:46.660Z,39.4313333,-110.3181667,-1.18,1.58
2021-10-19T19:59:32.240Z,33.8701667,-117.504,2.72,0.99
2021-10-19T19:58:13.160Z,33.1446667,-117.1525,-0.2,0.85
2021-10-19T19:53:26.476Z,8.1065,-83.2424,46.62,4.5
2021-10-19T19:48:58.214Z,62.902,-151.1954,115.1,2.2
2021-10-19T19:44:38.910Z,34.9405,-119.113,13.85,1.34
2021-10-19T19:39:31.681Z,61.1328,-149.2813,31.3,1.8
2021-10-19T19:38:10.793Z,61.2195,-147.0668,7,1.9
2021-10-19T19:37:16.765Z,60.5576,-151.7346,72.8,1.4
2021-10-19T19:35:45.795Z,38.1378,-117.9879,9,1.1
2021-10-19T19:35:44.650Z,36.2158333,-117.8636667,4.35,1.41
2021-10-19T19:27:45.770Z,36.2195,-117.8556667,3.59,2
2021-10-19T19:26:01.184Z,59.4981,-153.0613,96.5,2.2
2021-10-19T19:18:46.670Z,33.6766667,-116.7595,14,0.57
2021-10-19T19:17:00.370Z,33.67,-116.7533333,14.85,0.52
2021-10-19T19:16:55.570Z,33.68,-116.758,14.67,0.7
2021-10-19T19:11:41.720Z,37.919,-121.9523333,-0.26,1.52
2021-10-19T19:11:10.090Z,33.6611667,-116.7676667,13.84,2.78
2021-10-19T19:06:57.530Z,37.0101667,-119.8203333,5.27,2.11
2021-10-19T19:05:58.610Z,49.09416667,-122.1468333,-0.65,1.34
2021-10-19T18:49:23.206Z,31.98824292,-103.8718986,7.828295898,2.3
2021-10-19T18:45:55.890Z,38.7301667,-122.9595,7.48,1.08
2021-10-19T18:37:55.689Z,-27.6881,-71.2506,17.09,4.2
2021-10-19T18:29:47.496Z,63.2152,-151.1212,0,2
2021-10-19T18:27:54.070Z,38.5345,-119.4841667,6.48,2.19
2021-10-19T18:25:53.509Z,36.211,-95.85083333,0,1.61
2021-10-19T18:17:18.581Z,58.8598,-142.8806,10,4.3
2021-10-19T18:11:45.890Z,33.661,-116.7636667,14.09,1.99
2021-10-19T17:58:53.420Z,33.6615,-116.7635,13.47,1.76
2021-10-19T17:43:43.923Z,40.102,-119.6686,13.9,0.2
2021-10-19T17:41:52.090Z,39.421,-110.2961667,-2.49,1.36
2021-10-19T17:38:50.140Z,38.543,-119.4598333,1.04,1.07
2021-10-19T17:36:33.020Z,38.5465,-119.4615,1.19,1.49
2021-10-19T17:08:21.170Z,38.7405,-122.4795,15.09,0.99
2021-10-19T17:05:40.681Z,62.0753,-150.8968,61.6,2
2021-10-19T17:05:32.240Z,34.6401667,-117.315,-0.88,1.37
2021-10-19T17:00:39.230Z,19.28483391,-155.3713379,-0.860000014,1.75
2021-10-19T16:56:51.760Z,39.4253333,-110.2976667,-2.51,1.81
2021-10-19T16:56:38.728Z,38.1752,-117.8113,8.7,1.6
2021-10-19T16:44:55.940Z,35.6365,-117.5525,2.91,0.56
2021-10-19T16:26:03.339Z,36.24983333,-95.22883333,0,1.91
2021-10-19T16:14:01.770Z,33.6965,-116.7975,16.58,0.81
2021-10-19T15:57:13.590Z,19.43266667,-155.3956667,8.03,1.08
2021-10-19T15:53:54.190Z,19.17399979,-155.4713287,37.00999832,2.26999998
2021-10-19T15:53:49.710Z,39.4245,-110.3055,-1.59,1.79
2021-10-19T15:33:04.690Z,19.13166618,-155.4211731,32.18000031,1.74000001
2021-10-19T15:25:12.965Z,62.2245,-150.1631,58.5,1.5
2021-10-19T15:24:24.380Z,36.0148333,-120.5753333,1.75,0.42
2021-10-19T15:24:23.120Z,17.9525,-66.8116,12,3.11
2021-10-19T15:19:05.398Z,61.6066,-146.4591,27.8,1.5
2021-10-19T15:18:19.368Z,41.6494,142.7759,50.38,4.5
2021-10-19T15:11:04.808Z,65.708,-144.4803,0,2.5
2021-10-19T15:06:51.210Z,17.8583,-66.8528,4,2.52
2021-10-19T15:06:02.020Z,19.17116737,-155.4799957,29.69000053,1.92999995
2021-10-19T14:56:27.202Z,49.7257,-123.6266,5,2.5
2021-10-19T14:54:35.330Z,17.928,-66.8588,18,2.53
2021-10-19T14:47:37.400Z,36.1318333,-117.9236667,5.54,0.85
2021-10-19T14:26:27.470Z,37.4111667,-119.0338333,7.8,1.12
2021-10-19T14:23:37.450Z,19.20366669,-155.4071655,33.22999954,2.06999993
2021-10-19T14:17:46.410Z,61.4953,-151.8825,0.1,1.7
2021-10-19T14:02:33.730Z,33.9113333,-117.5786667,6.15,1.27
2021-10-19T14:00:36.860Z,19.20516586,-155.4068298,32.18999863,1.72000003
2021-10-19T13:56:34.810Z,36.5966667,-121.1273333,8.41,2.21
2021-10-19T13:53:26.310Z,33.9125,-117.574,3.43,1.17
2021-10-19T13:46:58.032Z,61.7441,-149.5396,32.5,1.7
2021-10-19T13:46:12.360Z,32.6691667,-115.647,9.59,1.7
2021-10-19T13:33:55.876Z,59.4672,-152.0406,67.1,1.9
2021-10-19T13:30:46.770Z,48.33466667,-122.2,14.67,1.2
2021-10-19T13:18:30.430Z,34.289,-116.9268333,7.06,0.78
2021-10-19T13:14:12.539Z,59.8912,-153.3194,123.6,2.9
2021-10-19T13:07:21.255Z,60.0958,-152.88,105.4,1.7
2021-10-19T12:48:15.130Z,58.00566667,-155.8941667,3.07,0.38
2021-10-19T12:47:41.000Z,18.0321,-66.8021,15,2.7
2021-10-19T12:47:37.170Z,19.16866684,-155.3560028,30.57999992,1.82000005
2021-10-19T12:46:29.380Z,36.774,-121.5228333,7.57,0.81
2021-10-19T12:38:24.758Z,62.1246,-152.1337,113.2,1.9
2021-10-19T12:36:39.360Z,41.5451,142.8623,44.38,5.1
2021-10-19T12:30:28.311Z,61.4563,-151.6084,69.2,1.1
2021-10-19T12:25:56.840Z,17.9603,-66.852,14,2.36
2021-10-19T12:25:47.380Z,17.9391,-66.8466,12,2.6
2021-10-19T12:24:40.842Z,38.1693,-117.7975,8.9,0.5
2021-10-19T12:03:08.490Z,36.193,-120.3216667,9.03,1.48
2021-10-19T11:56:06.590Z,58.2995,-154.9805,2.13,-0.08
2021-10-19T11:45:27.301Z,31.98915423,-103.8751425,7.519799805,2
2021-10-19T11:21:03.322Z,53.4774,-165.0419,21.6,2.3
2021-10-19T11:19:34.277Z,62.7758,-148.7319,1,2.1
2021-10-19T11:04:59.160Z,33.852,-116.8236667,17.18,0.75
2021-10-19T11:01:26.100Z,62.5038,-150.0611,9.9,2
2021-10-19T10:30:45.520Z,47.754,-113.8015,3.83,0.25
2021-10-19T10:28:45.829Z,-21.2434,-175.7779,10,5.6
2021-10-19T10:27:14.283Z,64.4674,-149.2328,4.6,1.6
2021-10-19T10:27:10.180Z,35.4018333,-117.1886667,3.44,1.43
2021-10-19T10:24:34.950Z,60.71683333,-152.987,5.04,0.02
2021-10-19T10:18:19.569Z,-15.2063,-177.7139,397.89,4.1
2021-10-19T10:11:00.080Z,45.36683333,-121.7036667,2.14,0.19
2021-10-19T10:10:57.753Z,38.1114,-118.9521,8.9,0.9
2021-10-19T09:53:39.445Z,38.1595,-117.9691,6.5,0.9
2021-10-19T09:51:10.978Z,61.5285,-150.8215,59.9,1.8
2021-10-19T09:34:19.973Z,65.4529,-153.4104,21.3,1.5
2021-10-19T09:29:12.279Z,38.4695,-119.4818,9.5,0.3
2021-10-19T09:23:08.929Z,62.019,-152.656,0,1.6
2021-10-19T09:17:08.380Z,44.764,-111.1235,8.83,0.17
2021-10-19T09:14:59.970Z,33.6728333,-116.6795,17.18,0.77
2021-10-19T09:09:03.490Z,35.6396667,-117.4493333,7.97,1.07
2021-10-19T09:08:52.570Z,35.8981667,-117.7323333,10.74,0.11
2021-10-19T08:58:27.610Z,32.8535,-116.215,10.96,0.87
2021-10-19T08:53:06.160Z,60.39416667,-152.6308333,12.1,-0.12
2021-10-19T08:43:57.560Z,46.196,-122.1838333,0.83,0.42
2021-10-19T08:43:16.590Z,19.21116638,-155.3988342,33.29000092,2.23
2021-10-19T08:41:46.908Z,38.1048,-118.9431,7.1,1.4
2021-10-19T08:41:15.550Z,57.337,-155.5885,75.1,2.1
2021-10-19T08:28:10.880Z,45.5815,-111.8581667,-0.68,0.38
2021-10-19T08:24:50.815Z,59.8247,-152.8917,97.5,2.5
2021-10-19T08:23:46.975Z,31.55851574,-104.0269152,8.702368164,2.4
2021-10-19T08:21:38.590Z,60.2055,-152.7249,111.8,2
2021-10-19T08:20:01.931Z,38.1065,-118.9549,8.3,1.3
2021-10-19T08:18:38.112Z,63.2522,-149.6089,88,2.1
2021-10-19T08:11:24.820Z,38.115,-118.9436667,5.33,2.26
2021-10-19T08:06:28.149Z,62.6581,-149.5883,71.7,3.9
2021-10-19T08:03:22.280Z,36.5821667,-121.0771667,7.09,1.09
2021-10-19T08:01:23.590Z,18.7213,-65.1003,30,3.41
2021-10-19T07:42:13.472Z,61.1968,-147.0405,21.5,1.8
2021-10-19T07:40:34.990Z,19.2456,-67.2483,10,3.55
2021-10-19T07:33:09.800Z,36.9815,-112.4831667,22.67,1.26
2021-10-19T07:27:53.490Z,35.168,-95.335,5.5,1.08
2021-10-19T07:24:32.280Z,34.5488333,-116.3125,1.26,1.36
2021-10-19T07:02:24.360Z,19.1725,-155.473,35.8,1.57
2021-10-19T07:00:38.180Z,37.7686667,-121.9733333,7.76,1.47
2021-10-19T07:00:20.010Z,37.7681667,-121.9756667,8.34,1.88
2021-10-19T06:59:59.750Z,62.2179,-151.0286,98.6,2
2021-10-19T06:53:05.743Z,63.1706,-149.6388,91,1.2
2021-10-19T06:51:40.454Z,56.6934,-156.1376,6.8,2.5
2021-10-19T06:49:24.990Z,35.9585,-119.8331667,5.06,2.36
2021-10-19T06:40:42.531Z,31.64722401,-104.2334758,6.851391602,2.4
2021-10-19T06:39:54.551Z,38.5402,-119.4572,4.7,1
2021-10-19T06:35:27.280Z,38.2061,-119.1934,9.9,1.3
2021-10-19T06:34:58.090Z,39.4286667,-110.3076667,-1.54,1.24
2021-10-19T06:32:21.032Z,9.3291,-84.6284,10,4.6
2021-10-19T06:30:05.150Z,44.1986667,-115.1006667,9.99,2.08
